id,is_pass
16659_156,0.666667
8886_157,0.733333
14810_94,0.333333
6501_131,0.733333
5246_168,0.533333
14678_155,1
5419_114,0.733333
15051_99,0.533333
5534_134,0.933333
8255_23,0.533333
14826_183,0.733333
3588_159,0.8
19640_114,0.6
1685_98,0.533333
19656_70,0.466667
14043_138,0.8
11899_163,0.733333
6244_11,0.6
2496_21,0.8
4265_45,0.6
14015_39,0.6
18716_49,0.6
8775_81,0.266667
12198_23,0.533333
12853_57,0.733333
11019_127,0.133333
6388_19,0.533333
18213_28,0.866667
14120_35,0.666667
8535_132,0.733333
3747_86,0.533333
12921_175,0.8
14124_48,0.866667
5259_34,0.6
12129_126,0.4
1522_59,0.666667
3705_142,1
7149_116,0.2
4619_50,0.533333
4884_1,0.733333
14889_153,0.8
11314_168,0.533333
9940_85,0.466667
2127_142,0.933333
2246_73,0
1447_124,0.933333
10283_133,0.533333
14002_108,0.8
7929_142,0.933333
9603_167,0.733333
17067_159,0.6
3573_119,0.866667
2917_94,0.866667
446_28,0.8
11591_151,0.6
7733_48,0.466667
13853_41,1
16134_154,0.933333
14704_47,0.6
6376_117,0.933333
9392_170,0.6
7528_17,0.6
14332_59,0.733333
19724_75,0.6
14177_137,0.733333
5046_61,0.4
16678_152,0.733333
691_62,0.333333
13793_177,0.8
1458_96,0.533333
6763_12,0.4
10950_64,0.533333
11499_129,0.733333
1080_132,0.466667
6879_12,0.333333
12503_177,0.266667
20062_3,0.666667
19810_91,0.8
462_145,0.666667
6774_169,0.933333
19586_151,0.533333
18599_156,0.666667
1263_123,0.933333
7027_116,0.866667
14830_99,0.6
8998_128,1
10658_125,0.8
16443_96,0.666667
1699_172,0.733333
2647_61,0.2
12178_133,0.666667
6169_11,0.466667
5048_128,0.533333
13212_53,0.466667
3238_17,0.733333
8948_136,0.733333
192_33,0.466667
7727_18,0.933333
4851_137,0.8
17862_55,0.8
16984_150,0.933333
4605_1,0.8
418_1,0.6
17718_59,0.933333
5001_99,0.2
5926_113,1
6869_40,0.733333
5719_19,0.733333
7184_130,0.866667
6709_84,0.666667
17404_182,1
8442_58,0.266667
9820_22,0.666667
463_124,0.8
18524_4,0.733333
13325_186,0.333333
7890_62,0.6
11103_165,0.8
12734_95,0.8
2590_10,0.666667
1237_131,0.733333
1335_69,0.2
9974_54,0.6
8549_140,0.666667
8051_130,0.8
3044_24,0.666667
5558_29,0.933333
18483_59,0.533333
17214_95,0.733333
17076_58,0.333333
8542_32,0.733333
20097_47,0.6
13735_87,0.6
7099_62,0.266667
7994_129,0.733333
692_96,0.533333
7409_18,0.666667
1578_160,0.733333
8387_133,0.8
9019_26,0.733333
9776_131,1
1519_113,0.733333
5337_66,0.266667
14764_152,0.933333
2575_72,0.533333
16358_43,0.6
6124_61,0.666667
9612_164,1
2283_180,0.2
17922_142,0.866667
13715_90,0.533333
6602_69,0.466667
4004_60,0.6
2918_127,0.933333
977_69,0.4
14353_172,0.533333
2610_22,0.866667
17570_43,0.533333
11959_174,0.666667
13041_143,0.733333
7442_73,0.6
12917_177,0.466667
10869_59,0.466667
14348_35,0.466667
7064_101,0.933333
4200_89,0.4
5462_69,0.466667
3743_13,0.8
2937_87,0.266667
6824_73,0.4
15732_94,0.4
265_26,0.8
19236_52,0.733333
843_106,0.933333
9909_22,0.2
14290_52,0.466667
8564_65,0.733333
3064_39,0.866667
3981_65,0.466667
11465_129,1
10598_62,0.666667
13862_138,0.933333
3116_149,0.933333
10933_130,0.933333
7258_117,0.933333
17727_110,0.666667
18133_66,0.466667
7845_74,0.866667
12396_40,0.666667
7046_75,0.4
9022_52,0.933333
11690_174,0.666667
14438_143,0.6
14657_159,0.533333
12129_54,0.533333
11062_62,0.733333
16897_181,0.266667
17257_47,0.466667
9727_97,0.8
11293_22,0.533333
14938_180,0.733333
7384_71,0.4
1918_154,0.933333
1578_149,0.8
18151_19,0.8
19675_27,0.866667
9949_100,0.666667
18022_126,0.6
9849_63,0.333333
14592_138,0.4
3207_95,0.8
20060_74,0.4
1637_165,0.866667
7472_122,0.733333
11923_161,0.466667
18014_101,0.8
10675_167,1
12688_52,0.4
1580_56,0.6
6937_131,1
19691_78,0.6
4709_23,0.866667
3002_144,1
12827_158,0.666667
9009_102,0.933333
12330_61,0.866667
8254_23,0.8
5779_25,0.733333
4277_48,0.933333
435_68,0.733333
14804_150,0.933333
10952_84,0.4
14526_144,0.6
509_41,0.8
5540_56,0.466667
15991_94,0.733333
5841_73,0.866667
13362_146,0.6
14928_179,0.2
17136_112,0.666667
7057_11,0.466667
8491_135,0.866667
5322_16,1
8749_23,0.333333
17976_81,0.733333
1542_21,0.733333
469_33,0.666667
14570_39,1
6779_66,0.933333
19047_19,1
10545_24,0.666667
18976_11,0.533333
16397_96,0.533333
3378_15,0.533333
9435_41,0.933333
1785_8,0.533333
11973_50,0.933333
16664_153,0.6
15904_151,0.666667
18712_136,0.8
3284_113,0.6
18818_71,0.866667
14897_160,1
6181_21,0.666667
18624_36,0.333333
14738_58,0.666667
2264_53,0.4
13740_150,0.866667
4950_102,0.866667
8073_166,0.666667
419_7,0.666667
886_126,0.4
2130_137,0.933333
9693_96,0.466667
4344_66,0.2
14827_159,0.533333
87_2,0.733333
6443_19,0.8
13142_59,0.533333
10585_58,0.533333
12284_28,0.8
10284_29,0.666667
19314_25,0.666667
7382_76,0.6
7997_16,0.866667
1631_6,0.466667
6934_19,0.533333
3528_68,0.133333
2170_125,0.666667
2487_144,0.266667
16541_159,0.8
3428_128,0.533333
7915_70,0.866667
11525_143,0.466667
7657_14,0.6
2737_35,1
3362_83,0.133333
5884_50,0.4
14879_152,0.8
19207_59,0.333333
393_71,0.2
10829_162,0.8
12640_29,0.6
10665_134,0.866667
4872_113,0.933333
5890_123,1
13977_64,0.866667
11452_132,0.733333
10270_163,0.133333
5272_57,0.733333
19007_92,0.466667
6268_16,0.866667
6363_90,0.133333
10298_52,0
14568_91,0.4
14538_32,0.533333
18494_126,0.6
16041_183,0.6
1182_56,0.266667
19693_153,0.733333
6955_123,0.933333
8285_24,0.6
10620_127,0.6
7850_74,0.533333
17404_186,0.4
15735_44,0.333333
3684_54,0.533333
15849_156,0.866667
2268_57,0.533333
12012_126,0.4
4363_18,0.733333
10276_83,0.866667
7561_115,0.666667
4900_13,0.733333
10679_184,0.733333
18779_143,0.733333
17525_94,0.733333
14511_172,0.466667
4116_6,0.666667
6967_74,0.6
472_5,0.4
8926_82,0.866667
7971_40,0.933333
7699_11,0.666667
11665_140,1
15126_149,0.6
12428_25,0.333333
18803_122,0.733333
14770_152,0.933333
18130_39,0.533333
14228_171,0.6
6200_17,1
2620_95,0.866667
16158_43,0.466667
14868_179,0.466667
2349_148,1
13142_57,0.8
1231_128,0.466667
18709_121,0.933333
11142_23,0.866667
5703_26,0.733333
4194_56,0.533333
232_93,0.333333
13278_91,0.466667
1494_52,0.6
17749_43,0.333333
19489_61,0.866667
10748_125,0.733333
7777_116,0.466667
7272_67,0.733333
17551_47,0.6
1010_10,0.666667
6253_137,0.666667
16635_149,0.6
2072_22,0.4
11425_138,0.866667
2159_19,0.8
2659_26,0.266667
15973_58,0.2
20098_44,0.533333
14509_173,0.733333
5762_87,0.466667
9599_165,0.933333
9458_53,1
431_152,0.733333
11347_103,0.933333
14694_151,0.533333
6602_68,0.733333
14729_186,0.533333
3902_25,0.933333
3277_114,0.466667
7334_12,0.666667
12620_58,0.733333
3151_117,0.933333
1364_80,0.933333
6535_145,1
5344_84,0.4
18129_51,0.466667
12452_61,0.8
9620_30,0.933333
12238_30,0.6
2084_39,0.533333
8458_166,0.8
15243_57,0.6
6049_26,0.666667
12579_36,0.666667
12552_33,0.6
12407_25,0.733333
8817_63,0.8
2577_57,0.933333
18849_61,0.4
18648_29,0.866667
11618_64,0.466667
11334_94,0.6
16530_43,0.266667
67_15,0.533333
7120_16,0.866667
5930_23,0.266667
16547_182,0.6
4165_121,0.666667
19769_17,1
12213_88,0.8
10510_131,0.8
5608_43,0.533333
12142_61,0.733333
10598_131,0.933333
6534_111,0.866667
10205_82,1
17848_53,0.466667
12356_178,0.6
6309_155,0.733333
7456_18,1
13303_91,0.8
13018_170,0.666667
5762_93,0.266667
109_119,0.933333
3451_56,0.4
17926_83,0.8
8281_84,0.6
8697_131,0.866667
5304_48,0.466667
16647_160,0.666667
11611_135,0.6
9770_166,0.933333
16996_154,0.866667
10790_130,0.933333
4619_55,0.733333
15972_158,0.4
16214_153,0.866667
12653_38,1
15347_155,0.933333
3404_75,0.4
13606_58,0.933333
13669_88,0.533333
69_15,0.733333
12865_140,0.4
18948_98,0.6
17219_153,0.666667
3943_105,0.866667
13221_137,0.866667
5427_70,0.333333
11624_168,0.933333
7699_13,0.666667
12789_176,0.466667
18279_11,0.6
17294_61,0.666667
1915_28,1
1447_119,0.933333
13224_178,0.533333
18184_98,0.4
2729_149,0.733333
20092_126,0.6
15145_154,0.933333
8638_129,0.333333
11418_33,0.4
1240_126,1
7746_51,0.866667
13092_40,0.933333
280_96,0.533333
2287_126,0.4
11657_21,0.466667
10780_101,0.533333
16470_96,0.933333
10615_29,0.933333
12581_30,1
19653_142,0.666667
14531_148,0.6
12432_52,0.733333
6236_68,0.133333
6793_11,0.8
4580_146,0.733333
14540_173,0.733333
11756_27,0.933333
13926_176,0.466667
8487_84,0.466667
10440_130,0.666667
17305_179,0.6
10411_163,0.666667
18231_94,0.533333
5766_10,0.466667
16215_95,0.466667
17313_158,0.6
3384_27,0.666667
13801_42,0.733333
2983_84,0.466667
14305_174,0.666667
2652_21,0.266667
5069_94,0.933333
5694_118,0.933333
10944_28,0.933333
18873_144,0.866667
7739_48,0.8
17106_183,0.666667
17315_185,0.933333
12044_156,1
7326_75,0.933333
19569_96,0.333333
18301_85,0.533333
1425_66,0.866667
6565_14,0.666667
5209_126,1
2053_151,0.8
7461_122,0.866667
12772_143,0.8
9955_168,0.8
6856_122,0.733333
9669_52,0.6
7290_16,1
6059_70,0.666667
5773_101,0.933333
17526_111,0.6
9967_82,0.866667
1584_99,0.466667
19388_14,0.6
7667_127,0.4
19636_21,0.466667
11529_30,0.666667
6379_19,0.666667
18064_102,0.466667
1559_106,0.8
118_95,0.666667
13899_172,0.6
6498_92,0.666667
2056_136,0.933333
9636_50,0.466667
10579_128,0.133333
12728_177,0.666667
4941_54,0.466667
4057_121,0.8
18743_116,0.466667
15508_46,0.466667
2790_147,0.933333
7513_41,0.733333
938_77,0.933333
4612_83,0.2
7475_135,1
5552_72,0.4
4045_37,0.533333
19634_106,0.866667
9833_21,0.666667
9365_165,0.933333
7383_122,0.8
1297_123,0.866667
10996_22,0.466667
17323_45,0.666667
10683_140,0.266667
8987_25,0.8
11962_102,0.866667
17151_45,0.466667
6756_44,0.6
5887_66,0.666667
19407_42,0.466667
12697_47,0.533333
1920_39,0.8
13587_94,0.733333
15871_186,0.4
6439_71,0.466667
9908_50,0.466667
5056_10,0.466667
16071_151,0.6
19865_72,0.133333
19472_5,0.666667
3336_66,0.8
7687_14,0.733333
17542_112,0.733333
5256_85,0.4
11094_31,1
19338_13,0.533333
4817_30,1
6292_18,0.933333
10504_133,0.933333
10744_22,0.866667
538_116,0.8
13436_43,0.333333
18634_87,0.8
8003_11,0.8
4843_80,0.8
9106_128,0.533333
6412_21,0.533333
14801_110,0.6
18331_61,0.933333
16137_98,0.4
1575_58,0.4
5427_50,1
1964_28,0.8
7169_46,0.466667
3961_69,0.6
18228_119,0.933333
8379_133,0.866667
6344_10,1
9821_45,0.533333
3889_43,0.4
6423_77,0.8
18415_51,0.933333
4975_63,0.733333
19624_138,0.8
18026_113,0.533333
12764_145,0.466667
5900_13,0.533333
1300_46,0.333333
9626_156,0.666667
970_58,0.266667
3440_130,0.866667
16115_43,0.733333
254_109,0.733333
16157_152,0.666667
11738_128,0.6
6912_13,0.866667
14044_55,0.6
8335_135,0.733333
4169_59,1
955_71,0.466667
19683_45,0.533333
8411_83,0.866667
12362_87,0.333333
2603_83,0.666667
13153_137,0.866667
3889_38,0.933333
12429_21,0.733333
11507_127,0.933333
19153_28,0.866667
7001_66,0.8
10211_63,0.733333
14169_62,0.666667
2562_165,0.8
537_97,0.333333
10495_81,0.333333
15294_45,0.533333
11618_62,0.733333
6524_124,0.866667
19407_32,0.933333
19447_33,0.8
15998_152,0.933333
10127_99,0.933333
4247_10,0.266667
17489_111,0.266667
8767_103,1
218_125,0.866667
4596_126,0.533333
900_16,1
18681_62,0.666667
16553_185,0.666667
8300_27,0.466667
13662_48,0.6
18480_183,0.866667
1342_61,0.266667
561_2,0.333333
1697_67,0.2
3771_16,0.666667
8577_36,0.533333
7345_166,0.533333
7742_39,0.733333
13285_100,0.333333
4076_67,0.2
18445_54,0.6
18181_83,0.733333
15483_94,0.733333
14986_152,0.8
3647_18,0.733333
10939_126,0.8
2845_74,0.8
6098_20,0.666667
1410_66,0.666667
5365_114,0.666667
14877_44,0.4
2778_15,0.666667
15113_94,0.733333
6329_10,0.933333
4392_24,0.4
3478_27,0.866667
6415_116,0.866667
16456_157,0.8
2145_116,0.733333
2364_84,0.6
6093_78,0.6
36_128,0.666667
15503_156,0.466667
10252_135,0.733333
9415_136,0.6
2010_19,0.6
16938_155,0.6
2419_42,0.6
662_126,0.933333
18008_64,0.733333
6018_73,0.466667
18599_153,0.6
2332_133,0.866667
14507_99,0.466667
5342_57,0.866667
15053_43,0.466667
8415_32,0.733333
7348_57,0.733333
3242_81,0.866667
18341_132,0.866667
6124_60,0.933333
16570_155,0.533333
15315_158,0.733333
18782_49,0.733333
10433_102,0.4
4937_66,0.333333
19356_126,0.8
6497_20,0.666667
3648_30,0.866667
18680_74,0.266667
16824_95,0.866667
12618_146,1
4824_17,0.733333
14257_110,0.666667
12937_182,0.866667
13109_38,1
5585_113,0.8
19918_180,0.533333
11807_53,1
8840_46,0.733333
4051_134,0.8
756_19,0.933333
5321_18,0.866667
1562_38,1
12721_91,0
18777_134,0.666667
8885_30,0.866667
15342_47,0.666667
3522_63,0.933333
5458_136,0.733333
5333_145,0.8
6491_20,0.133333
3088_34,0.6
14464_97,0.6
8079_80,0.666667
11751_45,0.866667
12502_43,0.533333
15191_187,0.6
13122_139,0.733333
7845_79,0.533333
19676_133,0.4
10653_166,0.733333
3985_52,0.466667
17708_46,0.666667
13670_48,0.466667
3775_67,0.533333
1384_16,1
16200_152,0.733333
18032_128,0.666667
19073_160,0.6
812_118,0.933333
13916_38,0.933333
3117_37,0.266667
13029_47,0.333333
1008_115,0.333333
17875_56,0.733333
1315_123,0.933333
2837_160,0.533333
6403_41,0.866667
5747_83,0.133333
12732_157,0.733333
6356_67,0.533333
8532_135,0.666667
11849_64,0.666667
19521_75,0.533333
15031_185,0.866667
1808_23,0.733333
3928_52,0.266667
3597_17,0.933333
176_5,0.8
6683_12,0.466667
19039_102,0.866667
7574_67,1
11426_81,0.933333
4827_123,0.733333
9773_162,0.533333
16566_61,0.533333
4920_77,0.666667
15083_64,0.8
325_113,0.533333
16802_99,0.666667
9434_163,0.8
7611_16,0.933333
13547_178,0.866667
19554_12,0.733333
13926_172,0.333333
8079_61,0.6
17427_158,0.6
8688_21,0.333333
17944_156,0.8
1479_152,0.733333
6965_104,0.8
14691_99,0.933333
9075_44,0.733333
15360_181,0.133333
5395_53,0.733333
8418_126,0.666667
7171_114,0.666667
4572_121,0.533333
3135_151,0.266667
14758_94,0.466667
18335_134,0.666667
8885_21,0.533333
5220_97,0.533333
15261_43,0.333333
535_175,0.266667
6206_160,0.666667
4235_74,0.666667
16150_109,0.333333
19967_109,0.866667
426_126,0.733333
9543_28,0.866667
11420_144,0.666667
6008_95,0.533333
8465_61,0.4
17752_47,0.533333
8746_40,0.733333
12556_138,0.4
6234_67,0.533333
2071_34,0.6
8603_136,0.933333
14988_99,0.866667
12532_175,0.533333
14548_143,0.733333
9873_128,0.866667
10914_164,0.866667
6029_68,0.533333
13134_147,0.4
14609_108,0.333333
12025_172,0.466667
14152_151,0.933333
2582_122,0.866667
11710_170,0.733333
16360_157,0.6
4548_132,0.866667
6059_48,0.4
12635_106,0.6
15247_43,0.533333
12413_31,0.8
1586_156,0.866667
37_51,0.466667
16778_95,0.4
448_158,0.8
104_152,0.2
7449_122,0.8
4326_183,1
8830_125,0.8
4489_154,1
16366_155,0.6
19923_4,0.6
5117_76,0.266667
11604_165,0.6
15410_153,0.733333
13326_152,0.666667
6260_125,0.4
1885_165,0.933333
1503_4,0.733333
7889_58,0.866667
2532_53,0.666667
13913_141,1
12369_31,0.8
7780_73,0.333333
12731_170,0.266667
5690_38,0.933333
15357_47,0.666667
8101_99,0.266667
2755_41,0.466667
3468_83,0.133333
278_9,0.8
6252_25,0.6
4378_165,0.533333
19790_60,0.533333
260_141,0.8
7984_81,0.866667
9980_162,0.866667
7503_35,0.4
6065_68,0.666667
13147_145,0.666667
18536_147,0.866667
7641_116,0.666667
1757_80,0.933333
2751_150,0.333333
16189_184,0.866667
15179_45,0.6
3403_11,0.533333
17832_88,0.6
15591_152,0.666667
3314_23,0.666667
16252_58,0.466667
8008_84,0.333333
6059_73,1
19012_182,0.733333
4061_71,0.733333
8141_24,0.666667
3517_22,0.266667
7365_31,0.933333
16094_159,0.533333
80_119,1
8564_64,0.8
13306_54,0.733333
14671_60,1
7634_158,0.866667
738_114,0.6
17429_65,0.533333
11456_134,0.6
2431_30,0.933333
3651_125,0.6
9794_103,1
12941_61,0.8
13745_137,0.933333
11961_166,0.6
4491_113,0.466667
3670_19,1
7826_37,0.6
6602_78,0.733333
8485_39,0.866667
11698_32,0.666667
14491_41,0.8
11601_130,0.8
17093_179,0.4
1847_138,0.466667
5928_122,0.733333
18842_66,0.533333
3582_44,0.2
12638_173,0.733333
10344_134,0.6
19656_76,0.333333
4898_77,0.4
6170_120,0.733333
11360_82,0.666667
8990_133,0.733333
14949_155,0.866667
3484_54,0.4
18172_161,0.8
18028_160,0.533333
914_71,0.466667
11306_150,0.4
6896_14,0.866667
875_64,0.466667
5458_128,0.666667
4441_11,0.733333
16198_149,0.933333
15913_96,0.8
9045_29,0.6
768_134,0.866667
5490_142,0.866667
13176_54,0.6
3513_81,0.466667
16487_185,1
9775_166,1
10398_135,0.6
9960_84,0.8
8845_127,1
11659_83,0.866667
9123_44,0.466667
18711_149,0.8
576_172,0.733333
2238_18,0.466667
14008_140,0.4
4939_86,0.6
1185_52,0.8
5305_45,0.266667
12017_130,0.866667
15329_43,0.666667
16195_159,0.533333
4129_64,0.666667
2759_164,0.666667
13818_39,0.733333
12625_175,0.933333
13329_61,0.4
5329_22,0.466667
5139_63,0.933333
13267_143,0.933333
16635_159,0.533333
16037_111,0.733333
18377_109,1
14811_44,0.4
11479_135,0.6
3698_77,0.8
9703_39,0.8
16279_155,0.866667
13059_96,0.266667
12206_86,0.133333
14406_151,0.533333
11536_59,0.8
6310_72,0.333333
8739_130,0.933333
445_29,1
14900_61,0.4
7131_117,0.733333
12379_33,0.933333
2048_61,0.4
14509_176,0.466667
8143_30,0.866667
1224_1,0.666667
1979_150,0.8
2511_118,0.933333
3656_96,0.866667
3144_88,0.866667
4251_123,0.733333
8415_36,0.666667
5685_53,1
4556_139,0.466667
1737_68,0.933333
3812_152,0.933333
6683_15,0.466667
14698_61,0.6
18425_136,0.8
7952_64,0.4
6721_41,0.666667
13972_89,0.733333
3095_81,0.866667
1214_117,0.866667
16712_184,0.666667
17481_111,0.6
4189_102,0.8
17853_19,0.933333
7612_15,0.933333
14833_150,0.733333
4863_92,0.266667
2907_99,0.666667
19041_154,0.666667
10332_61,0.466667
20090_138,0.533333
730_27,1
13543_142,0.933333
11533_138,0.6
9039_65,0.6
13608_185,0.466667
10407_133,0.8
287_2,0.4
18001_51,0.933333
7133_119,1
814_20,0.666667
7149_115,0.2
8001_12,0.666667
8266_35,0.733333
8135_22,0.866667
1266_72,0.333333
7604_115,0.866667
8303_44,0.4
14413_106,0.733333
3866_151,0.933333
9043_21,0.6
13017_41,0.6
7796_21,0.466667
19380_80,0.4
7655_11,0.6
299_156,0.866667
13688_137,0.8
14644_184,0.733333
1469_83,0.733333
7174_128,0.733333
3418_13,0.733333
10356_61,0.666667
12190_163,0.333333
11143_148,0.6
1935_44,0.0666667
8635_125,0.866667
5515_134,1
10373_129,0.6
363_34,0.466667
11884_142,0.533333
13013_148,0.733333
9440_80,0.466667
9124_98,0.2
19933_33,0.6
18133_69,0.6
19961_79,0.466667
1950_122,0.933333
17145_155,0.8
16160_183,0.8
17817_134,0.933333
13215_106,0.666667
15570_99,0.133333
7782_28,0.533333
14311_177,0.466667
10071_148,0.933333
20039_87,0.533333
12132_133,0.2
15268_155,0.933333
18576_117,0.733333
3523_145,0.933333
4015_61,0.6
9790_132,0.733333
1017_74,1
823_12,0.733333
11500_136,0.6
8921_161,0.266667
13642_87,0.6
12122_81,0.666667
6159_124,0.733333
2593_123,0.933333
14681_109,1
7438_129,0.866667
13469_137,0.666667
16815_154,0.866667
248_51,0.4
10284_21,0.4
2557_18,1
9705_86,0.333333
960_102,1
10397_164,0.933333
2718_59,0.533333
18525_64,0.933333
8171_100,0.133333
10432_29,0.933333
7220_11,0.866667
287_1,0.4
14333_34,0.533333
11676_173,0.8
6255_21,0.466667
2407_33,0.4
14294_88,0.6
545_154,0.933333
20011_152,0.8
19632_2,0.466667
9128_172,0.4
13074_65,0.333333
4055_146,0.8
6174_13,0.333333
7322_17,0.866667
1532_123,0.866667
6686_73,0.933333
4288_76,0.466667
527_140,0.6
5492_67,0.866667
12371_42,0.933333
9199_142,0.8
19898_70,0.2
6228_50,1
4177_17,0.866667
4133_153,0.8
13398_158,0.8
12597_176,0.8
15879_59,0.2
10587_84,0.666667
4307_130,0.666667
18571_56,0.6
4855_15,1
14328_36,0.8
16166_153,0.6
15136_109,0.8
8800_9,0.666667
4595_142,1
3779_87,0.466667
1450_48,1
6025_17,0.6
1227_23,0.333333
1516_11,0.933333
1317_118,0.866667
19823_109,0.4
9242_98,0.933333
12172_166,0.8
13951_61,0.8
5747_84,0.133333
9407_168,0.866667
18101_61,0.8
15505_111,0.6
8617_25,0.4
2067_13,0.333333
10633_169,0.933333
2204_110,0.866667
4811_69,0.466667
7255_122,0.866667
11768_81,0.866667
13345_52,0.466667
14001_43,0.733333
10899_101,1
7968_63,0.733333
15390_149,0.6
17365_44,0.4
16851_65,0.6
937_125,0.866667
4918_20,0.666667
1632_160,0.666667
10204_164,0.933333
6682_57,0.866667
13208_87,0.666667
18414_167,0.8
5737_50,0.466667
5052_12,0
448_157,0.866667
13301_177,0.533333
14171_152,0.8
10649_55,0.133333
18141_135,0.733333
